no.,stage,date,weekday,match_no,team,player,point,rank,pt,host,commentary,judge,reporter,round_no,win_no,deal_in_no,riichi_no,call_no,drawn_no,renchan_no,4call_no
714,2021R,2022/01/17,月,2,KADOKAWAサクラナイツ,堀慎吾,4300,4,-55.7,日吉辰哉,土田浩翔,梶本琢程,松本圭世,14,2,3,3,5,5,1,0
714,2021R,2022/01/17,月,2,渋谷ABEMAS,松本吉弘,43100,1,63.1,日吉辰哉,土田浩翔,梶本琢程,松本圭世,14,4,1,4,2,5,4,0
714,2021R,2022/01/17,月,2,EX風林火山,二階堂亜樹,15300,3,-24.7,日吉辰哉,土田浩翔,梶本琢程,松本圭世,14,1,0,2,6,5,0,0
714,2021R,2022/01/17,月,2,KONAMI 麻雀格闘倶楽部,滝沢和典,37300,2,17.3,日吉辰哉,土田浩翔,梶本琢程,松本圭世,14,2,0,2,6,5,1,0
715,2021R,2022/01/18,火,1,セガサミーフェニックス,近藤誠一,40500,1,60.5,小林未沙,渋川難波,張敏賢,松本圭世,9,2,0,1,2,3,1,0
715,2021R,2022/01/18,火,1,TEAM RAIDEN / 雷電,萩原聖人,23700,3,-16.3,小林未沙,渋川難波,張敏賢,松本圭世,9,1,2,4,2,3,0,0
715,2021R,2022/01/18,火,1,赤坂ドリブンズ,村上淳,30500,2,10.5,小林未沙,渋川難波,張敏賢,松本圭世,9,3,1,4,2,3,0,0
715,2021R,2022/01/18,火,1,U-NEXT Pirates,朝倉康心,5300,4,-54.7,小林未沙,渋川難波,張敏賢,松本圭世,9,0,1,2,2,3,0,0
716,2021R,2022/01/18,火,2,TEAM RAIDEN / 雷電,本田朋広,21700,3,-18.3,小林未沙,渋川難波,張敏賢,松本圭世,13,2,1,2,3,5,0,0
716,2021R,2022/01/18,火,2,U-NEXT Pirates,小林剛,41100,1,61.1,小林未沙,渋川難波,張敏賢,松本圭世,13,3,0,1,8,5,2,0
716,2021R,2022/01/18,火,2,セガサミーフェニックス,魚谷侑未,-3200,4,-63.2,小林未沙,渋川難波,張敏賢,松本圭世,13,0,2,1,7,5,1,0
716,2021R,2022/01/18,火,2,赤坂ドリブンズ,園田賢,40400,2,20.4,小林未沙,渋川難波,張敏賢,松本圭世,13,3,1,6,7,5,2,0
717,2021R,2022/01/20,木,1,KONAMI 麻雀格闘倶楽部,滝沢和典,31300,2,11.3,日吉辰哉,渋川難波,張敏賢,松本圭世,15,3,1,1,2,3,2,0
717,2021R,2022/01/20,木,1,セガサミーフェニックス,近藤誠一,7000,4,-53,日吉辰哉,渋川難波,張敏賢,松本圭世,15,1,1,1,1,3,0,0
717,2021R,2022/01/20,木,1,EX風林火山,松ヶ瀬隆弥,23900,3,-16.1,日吉辰哉,渋川難波,張敏賢,松本圭世,15,3,2,5,4,3,3,0
717,2021R,2022/01/20,木,1,赤坂ドリブンズ,鈴木たろう,37800,1,57.8,日吉辰哉,渋川難波,張敏賢,松本圭世,15,5,1,1,6,3,2,0
718,2021R,2022/01/20,木,2,赤坂ドリブンズ,丸山奏子,42400,1,62.4,日吉辰哉,渋川難波,張敏賢,松本圭世,14,4,2,5,7,3,3,0
718,2021R,2022/01/20,木,2,KONAMI 麻雀格闘倶楽部,佐々木寿人,9900,4,-50.1,日吉辰哉,渋川難波,張敏賢,松本圭世,14,3,4,5,2,3,0,0
718,2021R,2022/01/20,木,2,セガサミーフェニックス,東城りお,15600,3,-24.4,日吉辰哉,渋川難波,張敏賢,松本圭世,14,2,3,6,0,3,3,0
718,2021R,2022/01/20,木,2,EX風林火山,勝又健志,32100,2,12.1,日吉辰哉,渋川難波,張敏賢,松本圭世,14,2,0,3,2,3,0,0
719,2021R,2022/01/21,金,1,TEAM RAIDEN / 雷電,黒沢咲,1600,4,-58.4,松嶋桃,土田浩翔,梶本琢程,松本圭世,11,1,2,1,1,4,0,0
719,2021R,2022/01/21,金,1,渋谷ABEMAS,多井隆晴,47100,1,67.1,松嶋桃,土田浩翔,梶本琢程,松本圭世,11,2,0,0,4,4,1,0
719,2021R,2022/01/21,金,1,KADOKAWAサクラナイツ,内川幸太郎,8200,3,-31.8,松嶋桃,土田浩翔,梶本琢程,松本圭世,11,1,2,2,2,4,0,0
719,2021R,2022/01/21,金,1,U-NEXT Pirates,瑞原明奈,43100,2,23.1,松嶋桃,土田浩翔,梶本琢程,松本圭世,11,3,0,1,2,4,2,0
720,2021R,2022/01/21,金,2,U-NEXT Pirates,小林剛,30000,2,10,松嶋桃,土田浩翔,梶本琢程,松本圭世,12,3,0,0,8,4,1,0
720,2021R,2022/01/21,金,2,TEAM RAIDEN / 雷電,黒沢咲,4000,4,-56,松嶋桃,土田浩翔,梶本琢程,松本圭世,12,0,2,2,0,4,0,0
720,2021R,2022/01/21,金,2,渋谷ABEMAS,多井隆晴,17100,3,-22.9,松嶋桃,土田浩翔,梶本琢程,松本圭世,12,1,0,3,4,4,2,0
720,2021R,2022/01/21,金,2,KADOKAWAサクラナイツ,沢崎誠,48900,1,68.9,松嶋桃,土田浩翔,梶本琢程,松本圭世,12,4,1,1,11,4,1,0
721,2021R,2022/01/24,月,1,渋谷ABEMAS,白鳥翔,19700,3,-20.3,日吉辰哉,渋川難波,張敏賢,松本圭世,16,1,1,5,6,7,3,0
721,2021R,2022/01/24,月,1,KADOKAWAサクラナイツ,沢崎誠,44800,1,64.8,日吉辰哉,渋川難波,張敏賢,松本圭世,16,5,0,2,12,7,4,0
721,2021R,2022/01/24,月,1,赤坂ドリブンズ,村上淳,11400,4,-48.6,日吉辰哉,渋川難波,張敏賢,松本圭世,16,1,3,2,5,7,1,0
721,2021R,2022/01/24,月,1,KONAMI 麻雀格闘倶楽部,伊達朱里紗,24100,2,4.1,日吉辰哉,渋川難波,張敏賢,松本圭世,16,2,1,4,6,7,0,0
722,2021R,2022/01/24,月,2,KADOKAWAサクラナイツ,内川幸太郎,47500,1,67.5,日吉辰哉,渋川難波,張敏賢,松本圭世,11,4,0,2,1,1,2,0
722,2021R,2022/01/24,月,2,赤坂ドリブンズ,園田賢,30700,2,10.7,日吉辰哉,渋川難波,張敏賢,松本圭世,11,3,1,1,6,1,0,0
722,2021R,2022/01/24,月,2,KONAMI 麻雀格闘倶楽部,佐々木寿人,6800,4,-53.2,日吉辰哉,渋川難波,張敏賢,松本圭世,11,1,3,2,5,1,1,0
722,2021R,2022/01/24,月,2,渋谷ABEMAS,松本吉弘,15000,3,-25,日吉辰哉,渋川難波,張敏賢,松本圭世,11,2,4,4,2,1,0,0
723,2021R,2022/01/25,火,1,セガサミーフェニックス,茅森早香,31700,2,11.7,日吉辰哉,松本吉弘,張敏賢,松本圭世,11,2,0,4,4,3,0,0
723,2021R,2022/01/25,火,1,EX風林火山,勝又健志,20800,3,-19.2,日吉辰哉,松本吉弘,張敏賢,松本圭世,11,1,0,1,2,3,2,0
723,2021R,2022/01/25,火,1,U-NEXT Pirates,小林剛,14800,4,-45.2,日吉辰哉,松本吉弘,張敏賢,松本圭世,11,3,2,3,3,3,1,0
723,2021R,2022/01/25,火,1,TEAM RAIDEN / 雷電,本田朋広,32700,1,52.7,日吉辰哉,松本吉弘,張敏賢,松本圭世,11,2,0,2,4,3,0,0
724,2021R,2022/01/25,火,2,EX風林火山,二階堂亜樹,53800,1,73.8,日吉辰哉,松本吉弘,張敏賢,松本圭世,14,4,1,3,3,1,2,0
724,2021R,2022/01/25,火,2,U-NEXT Pirates,小林剛,8100,3,-31.9,日吉辰哉,松本吉弘,張敏賢,松本圭世,14,2,3,2,6,1,1,0
724,2021R,2022/01/25,火,2,TEAM RAIDEN / 雷電,黒沢咲,30400,2,10.4,日吉辰哉,松本吉弘,張敏賢,松本圭世,14,4,1,4,0,1,3,0
724,2021R,2022/01/25,火,2,セガサミーフェニックス,魚谷侑未,7700,4,-52.3,日吉辰哉,松本吉弘,張敏賢,松本圭世,14,3,1,2,2,1,0,0
725,2021R,2022/01/27,木,1,赤坂ドリブンズ,丸山奏子,26700,3,-13.3,小林未沙,土田浩翔,梶本琢程,松本圭世,13,3,0,0,5,3,0,0
725,2021R,2022/01/27,木,1,U-NEXT Pirates,瑞原明奈,36900,1,56.9,小林未沙,土田浩翔,梶本琢程,松本圭世,13,3,0,3,8,3,1,0
725,2021R,2022/01/27,木,1,KADOKAWAサクラナイツ,岡田紗佳,34500,2,14.5,小林未沙,土田浩翔,梶本琢程,松本圭世,13,3,3,3,5,3,2,0
725,2021R,2022/01/27,木,1,TEAM RAIDEN / 雷電,瀬戸熊直樹,1900,4,-58.1,小林未沙,土田浩翔,梶本琢程,松本圭世,13,1,6,8,0,3,2,0
726,2021R,2022/01/27,木,2,TEAM RAIDEN / 雷電,本田朋広,14700,3,-25.3,小林未沙,土田浩翔,梶本琢程,松本圭世,13,1,1,5,2,5,0,0
726,2021R,2022/01/27,木,2,赤坂ドリブンズ,鈴木たろう,41100,1,61.1,小林未沙,土田浩翔,梶本琢程,松本圭世,13,3,0,1,5,5,2,0
726,2021R,2022/01/27,木,2,U-NEXT Pirates,小林剛,32400,2,12.4,小林未沙,土田浩翔,梶本琢程,松本圭世,13,3,2,1,4,5,0,0
726,2021R,2022/01/27,木,2,KADOKAWAサクラナイツ,沢崎誠,11800,4,-48.2,小林未沙,土田浩翔,梶本琢程,松本圭世,13,1,1,3,3,5,3,0
727,2021R,2022/01/28,金,1,渋谷ABEMAS,多井隆晴,25100,2,5.1,松嶋桃,渋川難波,梶本琢程,伊藤友里,10,2,1,0,6,2,0,0
727,2021R,2022/01/28,金,1,EX風林火山,二階堂亜樹,4200,4,-55.8,松嶋桃,渋川難波,梶本琢程,伊藤友里,10,1,2,3,2,2,0,0
727,2021R,2022/01/28,金,1,セガサミーフェニックス,近藤誠一,11600,3,-28.4,松嶋桃,渋川難波,梶本琢程,伊藤友里,10,1,2,2,3,2,0,0
727,2021R,2022/01/28,金,1,KONAMI 麻雀格闘倶楽部,滝沢和典,59100,1,79.1,松嶋桃,渋川難波,梶本琢程,伊藤友里,10,4,0,5,1,2,2,0
728,2021R,2022/01/28,金,2,KONAMI 麻雀格闘倶楽部,佐々木寿人,21000,3,-19,松嶋桃,渋川難波,梶本琢程,伊藤友里,14,2,0,6,1,1,2,0
728,2021R,2022/01/28,金,2,渋谷ABEMAS,松本吉弘,38600,2,18.6,松嶋桃,渋川難波,梶本琢程,伊藤友里,14,5,0,3,4,1,2,0
728,2021R,2022/01/28,金,2,EX風林火山,二階堂瑠美,41900,1,61.9,松嶋桃,渋川難波,梶本琢程,伊藤友里,14,5,0,2,3,1,2,0
728,2021R,2022/01/28,金,2,セガサミーフェニックス,茅森早香,-1500,4,-61.5,松嶋桃,渋川難波,梶本琢程,伊藤友里,14,1,5,3,3,1,0,0
729,2021R,2022/01/31,月,1,KADOKAWAサクラナイツ,内川幸太郎,-18400,4,-78.4,日吉辰哉,渋川難波,張敏賢,松本圭世,13,1,3,3,2,2,2,0
729,2021R,2022/01/31,月,1,KONAMI 麻雀格闘倶楽部,佐々木寿人,34200,2,14.2,日吉辰哉,渋川難波,張敏賢,松本圭世,13,3,2,1,5,2,0,0
729,2021R,2022/01/31,月,1,渋谷ABEMAS,白鳥翔,18100,3,-21.9,日吉辰哉,渋川難波,張敏賢,松本圭世,13,2,0,1,1,2,1,0
729,2021R,2022/01/31,月,1,U-NEXT Pirates,瑞原明奈,66100,1,86.1,日吉辰哉,渋川難波,張敏賢,松本圭世,13,5,1,5,1,2,2,0
730,2021R,2022/01/31,月,2,U-NEXT Pirates,小林剛,10400,4,-49.6,日吉辰哉,渋川難波,張敏賢,松本圭世,15,1,1,1,5,5,2,0
730,2021R,2022/01/31,月,2,KADOKAWAサクラナイツ,堀慎吾,13300,3,-26.7,日吉辰哉,渋川難波,張敏賢,松本圭世,15,2,3,3,4,5,2,0
730,2021R,2022/01/31,月,2,KONAMI 麻雀格闘倶楽部,伊達朱里紗,39600,1,59.6,日吉辰哉,渋川難波,張敏賢,松本圭世,15,4,1,3,3,5,1,0
730,2021R,2022/01/31,月,2,渋谷ABEMAS,多井隆晴,36700,2,16.7,日吉辰哉,渋川難波,張敏賢,松本圭世,15,3,0,3,3,5,2,0
731,2021R,2022/02/01,火,1,セガサミーフェニックス,魚谷侑未,8500,4,-51.5,小林未沙,土田浩翔,梶本琢程,松本圭世,12,1,2,1,4,3,1,0
731,2021R,2022/02/01,火,1,TEAM RAIDEN / 雷電,本田朋広,21800,2,1.8,小林未沙,土田浩翔,梶本琢程,松本圭世,12,2,2,2,1,3,2,0
731,2021R,2022/02/01,火,1,赤坂ドリブンズ,村上淳,16800,3,-23.2,小林未沙,土田浩翔,梶本琢程,松本圭世,12,1,1,3,2,3,1,0
731,2021R,2022/02/01,火,1,EX風林火山,松ヶ瀬隆弥,52900,1,72.9,小林未沙,土田浩翔,梶本琢程,松本圭世,12,5,0,4,8,3,0,0
732,2021R,2022/02/01,火,2,EX風林火山,勝又健志,10100,4,-49.9,小林未沙,土田浩翔,梶本琢程,松本圭世,13,2,3,2,7,4,0,0
732,2021R,2022/02/01,火,2,セガサミーフェニックス,魚谷侑未,58800,1,78.8,小林未沙,土田浩翔,梶本琢程,松本圭世,13,5,0,3,6,4,3,0
732,2021R,2022/02/01,火,2,TEAM RAIDEN / 雷電,瀬戸熊直樹,16000,2,-4,小林未沙,土田浩翔,梶本琢程,松本圭世,13,1,2,4,4,4,0,0
732,2021R,2022/02/01,火,2,赤坂ドリブンズ,園田賢,15100,3,-24.9,小林未沙,土田浩翔,梶本琢程,松本圭世,13,1,1,6,5,4,2,0
733,2021R,2022/02/03,木,1,セガサミーフェニックス,東城りお,21600,3,-18.4,松嶋桃,鈴木優,張敏賢,松本圭世,9,2,1,2,3,2,0,0
733,2021R,2022/02/03,木,1,KADOKAWAサクラナイツ,沢崎誠,25400,2,5.4,松嶋桃,鈴木優,張敏賢,松本圭世,9,2,1,3,7,2,0,0
733,2021R,2022/02/03,木,1,渋谷ABEMAS,日向藍子,42300,1,62.3,松嶋桃,鈴木優,張敏賢,松本圭世,9,2,0,2,0,2,0,0
733,2021R,2022/02/03,木,1,TEAM RAIDEN / 雷電,瀬戸熊直樹,10700,4,-49.3,松嶋桃,鈴木優,張敏賢,松本圭世,9,1,2,3,1,2,1,0
734,2021R,2022/02/03,木,2,渋谷ABEMAS,松本吉弘,7800,4,-52.2,松嶋桃,鈴木優,張敏賢,松本圭世,11,1,1,1,0,2,0,0
734,2021R,2022/02/03,木,2,TEAM RAIDEN / 雷電,本田朋広,26200,2,6.2,松嶋桃,鈴木優,張敏賢,松本圭世,11,4,1,5,4,2,3,0
734,2021R,2022/02/03,木,2,セガサミーフェニックス,茅森早香,47700,1,67.7,松嶋桃,鈴木優,張敏賢,松本圭世,11,3,0,3,0,2,0,0
734,2021R,2022/02/03,木,2,KADOKAWAサクラナイツ,堀慎吾,18300,3,-21.7,松嶋桃,鈴木優,張敏賢,松本圭世,11,1,1,0,7,2,0,0
735,2021R,2022/02/04,金,1,U-NEXT Pirates,小林剛,44200,1,64.2,松嶋桃,藤崎智,張敏賢,伊藤友里,11,3,0,1,8,4,0,0
735,2021R,2022/02/04,金,1,赤坂ドリブンズ,鈴木たろう,18500,3,-21.5,松嶋桃,藤崎智,張敏賢,伊藤友里,11,1,1,2,3,4,2,0
735,2021R,2022/02/04,金,1,EX風林火山,松ヶ瀬隆弥,25200,2,5.2,松嶋桃,藤崎智,張敏賢,伊藤友里,11,2,1,2,5,4,1,0
735,2021R,2022/02/04,金,1,KONAMI 麻雀格闘倶楽部,佐々木寿人,12100,4,-47.9,松嶋桃,藤崎智,張敏賢,伊藤友里,11,1,2,3,2,4,0,0
736,2021R,2022/02/04,金,2,EX風林火山,二階堂瑠美,6000,4,-54,松嶋桃,藤崎智,張敏賢,伊藤友里,12,0,0,2,5,4,0,0
736,2021R,2022/02/04,金,2,KONAMI 麻雀格闘倶楽部,伊達朱里紗,45700,1,65.7,松嶋桃,藤崎智,張敏賢,伊藤友里,12,5,0,2,7,4,3,0
736,2021R,2022/02/04,金,2,U-NEXT Pirates,瑞原明奈,28600,2,8.6,松嶋桃,藤崎智,張敏賢,伊藤友里,12,2,0,3,2,4,0,0
736,2021R,2022/02/04,金,2,赤坂ドリブンズ,鈴木たろう,19700,3,-20.3,松嶋桃,藤崎智,張敏賢,伊藤友里,12,1,1,1,7,4,1,0
737,2021R,2022/02/07,月,1,KADOKAWAサクラナイツ,岡田紗佳,36000,2,16,松嶋桃,渋川難波,梶本琢程,松本圭世,10,4,1,3,2,2,1,0
737,2021R,2022/02/07,月,1,U-NEXT Pirates,朝倉康心,-2000,4,-62,松嶋桃,渋川難波,梶本琢程,松本圭世,10,0,3,2,0,2,0,0
737,2021R,2022/02/07,月,1,TEAM RAIDEN / 雷電,萩原聖人,24400,3,-15.6,松嶋桃,渋川難波,梶本琢程,松本圭世,10,1,0,5,0,2,1,0
737,2021R,2022/02/07,月,1,EX風林火山,松ヶ瀬隆弥,41600,1,61.6,松嶋桃,渋川難波,梶本琢程,松本圭世,10,3,1,0,2,2,0,0
738,2021R,2022/02/07,月,2,TEAM RAIDEN / 雷電,黒沢咲,8600,4,-51.4,松嶋桃,渋川難波,梶本琢程,松本圭世,13,1,2,3,0,1,1,0
738,2021R,2022/02/07,月,2,EX風林火山,二階堂亜樹,45300,1,65.3,松嶋桃,渋川難波,梶本琢程,松本圭世,13,5,0,3,3,1,3,0
738,2021R,2022/02/07,月,2,KADOKAWAサクラナイツ,堀慎吾,35000,2,15,松嶋桃,渋川難波,梶本琢程,松本圭世,13,5,1,3,5,1,1,0
738,2021R,2022/02/07,月,2,U-NEXT Pirates,石橋伸洋,11100,3,-28.9,松嶋桃,渋川難波,梶本琢程,松本圭世,13,1,2,2,6,1,0,0
739,2021R,2022/02/08,火,1,赤坂ドリブンズ,村上淳,68600,1,88.6,小林未沙,土田浩翔,梶本琢程,伊藤友里,12,6,3,4,3,1,4,0
739,2021R,2022/02/08,火,1,セガサミーフェニックス,魚谷侑未,8100,3,-31.9,小林未沙,土田浩翔,梶本琢程,伊藤友里,12,1,1,0,10,1,0,0
739,2021R,2022/02/08,火,1,KONAMI 麻雀格闘倶楽部,佐々木寿人,4900,4,-55.1,小林未沙,土田浩翔,梶本琢程,伊藤友里,12,2,1,5,1,1,0,0
739,2021R,2022/02/08,火,1,渋谷ABEMAS,多井隆晴,18400,2,-1.6,小林未沙,土田浩翔,梶本琢程,伊藤友里,12,2,0,1,4,1,0,0
740,2021R,2022/02/08,火,2,KONAMI 麻雀格闘倶楽部,高宮まり,30200,3,-9.8,小林未沙,土田浩翔,梶本琢程,伊藤友里,15,3,1,1,10,4,3,0
740,2021R,2022/02/08,火,2,渋谷ABEMAS,松本吉弘,35000,2,15,小林未沙,土田浩翔,梶本琢程,伊藤友里,15,4,0,3,3,4,2,0
740,2021R,2022/02/08,火,2,赤坂ドリブンズ,鈴木たろう,-4700,4,-64.7,小林未沙,土田浩翔,梶本琢程,伊藤友里,15,1,4,4,2,4,2,0
740,2021R,2022/02/08,火,2,セガサミーフェニックス,茅森早香,39500,1,59.5,小林未沙,土田浩翔,梶本琢程,伊藤友里,15,3,1,4,6,4,0,0
741,2021R,2022/02/10,木,1,KONAMI 麻雀格闘倶楽部,高宮まり,64500,1,84.5,小林未沙,藤崎智,張敏賢,松本圭世,17,7,1,1,5,4,5,0
741,2021R,2022/02/10,木,1,セガサミーフェニックス,茅森早香,23100,2,3.1,小林未沙,藤崎智,張敏賢,松本圭世,17,4,2,4,5,4,3,0
741,2021R,2022/02/10,木,1,TEAM RAIDEN / 雷電,瀬戸熊直樹,7600,3,-32.4,小林未沙,藤崎智,張敏賢,松本圭世,17,0,2,2,3,4,1,0
741,2021R,2022/02/10,木,1,EX風林火山,松ヶ瀬隆弥,4800,4,-55.2,小林未沙,藤崎智,張敏賢,松本圭世,17,2,2,2,7,4,0,0
742,2021R,2022/02/10,木,2,TEAM RAIDEN / 雷電,黒沢咲,12000,4,-48,小林未沙,藤崎智,張敏賢,松本圭世,10,1,2,3,3,3,0,0
742,2021R,2022/02/10,木,2,EX風林火山,勝又健志,29400,2,9.4,小林未沙,藤崎智,張敏賢,松本圭世,10,2,0,2,3,3,1,0
742,2021R,2022/02/10,木,2,KONAMI 麻雀格闘倶楽部,高宮まり,19800,3,-20.2,小林未沙,藤崎智,張敏賢,松本圭世,10,1,0,2,0,3,0,0
742,2021R,2022/02/10,木,2,セガサミーフェニックス,近藤誠一,38800,1,58.8,小林未沙,藤崎智,張敏賢,松本圭世,10,3,1,3,4,3,1,0
743,2021R,2022/02/11,金,1,赤坂ドリブンズ,園田賢,27600,2,7.6,小林未沙,渋川難波,梶本琢程,松本圭世,9,3,2,5,2,0,0,0
743,2021R,2022/02/11,金,1,U-NEXT Pirates,瑞原明奈,26900,3,-13.1,小林未沙,渋川難波,梶本琢程,松本圭世,9,3,1,4,5,0,0,0
743,2021R,2022/02/11,金,1,渋谷ABEMAS,日向藍子,36500,1,56.5,小林未沙,渋川難波,梶本琢程,松本圭世,9,2,1,2,0,0,1,0
743,2021R,2022/02/11,金,1,KADOKAWAサクラナイツ,内川幸太郎,9000,4,-51,小林未沙,渋川難波,梶本琢程,松本圭世,9,1,2,2,0,0,0,0
744,2021R,2022/02/11,金,2,渋谷ABEMAS,多井隆晴,32500,1,52.5,小林未沙,渋川難波,梶本琢程,松本圭世,11,3,0,2,3,2,1,0
744,2021R,2022/02/11,金,2,KADOKAWAサクラナイツ,堀慎吾,22700,3,-17.3,小林未沙,渋川難波,梶本琢程,松本圭世,11,2,2,1,6,2,0,0
744,2021R,2022/02/11,金,2,赤坂ドリブンズ,鈴木たろう,24800,2,4.8,小林未沙,渋川難波,梶本琢程,松本圭世,11,2,1,3,8,2,0,0
744,2021R,2022/02/11,金,2,U-NEXT Pirates,小林剛,20000,4,-40,小林未沙,渋川難波,梶本琢程,松本圭世,11,2,1,3,3,2,2,0
745,2021R,2022/02/14,月,1,セガサミーフェニックス,魚谷侑未,57200,2,37.2,日吉辰哉,土田浩翔,張敏賢,松本圭世,13,5,1,4,1,3,2,0
745,2021R,2022/02/14,月,1,赤坂ドリブンズ,村上淳,-3500,3,-43.5,日吉辰哉,土田浩翔,張敏賢,松本圭世,13,0,2,1,2,3,0,0
745,2021R,2022/02/14,月,1,EX風林火山,松ヶ瀬隆弥,62300,1,82.3,日吉辰哉,土田浩翔,張敏賢,松本圭世,13,4,0,3,3,3,3,0
745,2021R,2022/02/14,月,1,渋谷ABEMAS,松本吉弘,-16000,4,-76,日吉辰哉,土田浩翔,張敏賢,松本圭世,13,1,3,4,6,3,0,0
746,2021R,2022/02/14,月,2,EX風林火山,二階堂瑠美,5100,4,-54.9,日吉辰哉,土田浩翔,張敏賢,松本圭世,12,3,5,4,2,0,1,0
746,2021R,2022/02/14,月,2,渋谷ABEMAS,白鳥翔,29300,2,9.3,日吉辰哉,土田浩翔,張敏賢,松本圭世,12,3,0,2,0,0,1,0
746,2021R,2022/02/14,月,2,セガサミーフェニックス,茅森早香,41800,1,61.8,日吉辰哉,土田浩翔,張敏賢,松本圭世,12,2,0,3,1,0,1,0
746,2021R,2022/02/14,月,2,赤坂ドリブンズ,園田賢,23800,3,-16.2,日吉辰哉,土田浩翔,張敏賢,松本圭世,12,4,1,3,6,0,1,0
747,2021R,2022/02/15,火,1,KADOKAWAサクラナイツ,沢崎誠,22900,2,2.9,松嶋桃,渋川難波,張敏賢,松本圭世,13,2,1,0,8,3,1,0
747,2021R,2022/02/15,火,1,TEAM RAIDEN / 雷電,萩原聖人,8500,4,-51.5,松嶋桃,渋川難波,張敏賢,松本圭世,13,1,3,3,5,3,1,0
747,2021R,2022/02/15,火,1,U-NEXT Pirates,石橋伸洋,14900,3,-25.1,松嶋桃,渋川難波,張敏賢,松本圭世,13,2,1,1,3,3,0,0
747,2021R,2022/02/15,火,1,KONAMI 麻雀格闘倶楽部,滝沢和典,53700,1,73.7,松嶋桃,渋川難波,張敏賢,松本圭世,13,5,0,4,1,3,3,0
748,2021R,2022/02/15,火,2,U-NEXT Pirates,朝倉康心,55600,1,75.6,松嶋桃,渋川難波,張敏賢,松本圭世,15,6,0,3,11,4,1,0
748,2021R,2022/02/15,火,2,KONAMI 麻雀格闘倶楽部,伊達朱里紗,-5000,4,-65,松嶋桃,渋川難波,張敏賢,松本圭世,15,0,3,2,6,4,2,0
748,2021R,2022/02/15,火,2,KADOKAWAサクラナイツ,内川幸太郎,4700,3,-35.3,松嶋桃,渋川難波,張敏賢,松本圭世,15,2,3,4,10,4,2,0
748,2021R,2022/02/15,火,2,TEAM RAIDEN / 雷電,萩原聖人,44700,2,24.7,松嶋桃,渋川難波,張敏賢,松本圭世,15,3,0,3,5,4,2,0
749,2021R,2022/02/17,木,1,KADOKAWAサクラナイツ,堀慎吾,40200,1,60.2,日吉辰哉,土田浩翔,梶本琢程,松本圭世,10,2,0,2,6,3,1,0
749,2021R,2022/02/17,木,1,KONAMI 麻雀格闘倶楽部,高宮まり,12800,4,-47.2,日吉辰哉,土田浩翔,梶本琢程,松本圭世,10,1,1,2,2,3,0,0
749,2021R,2022/02/17,木,1,セガサミーフェニックス,魚谷侑未,26500,2,6.5,日吉辰哉,土田浩翔,梶本琢程,松本圭世,10,3,2,2,3,3,1,0
749,2021R,2022/02/17,木,1,渋谷ABEMAS,日向藍子,20500,3,-19.5,日吉辰哉,土田浩翔,梶本琢程,松本圭世,10,1,0,3,5,3,0,0
750,2021R,2022/02/17,木,2,セガサミーフェニックス,茅森早香,9900,4,-50.1,日吉辰哉,土田浩翔,梶本琢程,松本圭世,11,2,2,1,3,1,1,0
750,2021R,2022/02/17,木,2,渋谷ABEMAS,白鳥翔,16800,3,-23.2,日吉辰哉,土田浩翔,梶本琢程,松本圭世,11,1,2,2,2,1,0,0
750,2021R,2022/02/17,木,2,KONAMI 麻雀格闘倶楽部,伊達朱里紗,32100,2,12.1,日吉辰哉,土田浩翔,梶本琢程,松本圭世,11,4,0,4,9,1,0,1
750,2021R,2022/02/17,木,2,KADOKAWAサクラナイツ,堀慎吾,41200,1,61.2,日吉辰哉,土田浩翔,梶本琢程,松本圭世,11,3,2,1,3,1,2,0
751,2021R,2022/02/18,金,1,TEAM RAIDEN / 雷電,本田朋広,12300,4,-47.7,松嶋桃,渋川難波,梶本琢程,伊藤友里,12,1,2,4,0,2,0,0
751,2021R,2022/02/18,金,1,U-NEXT Pirates,小林剛,22900,2,2.9,松嶋桃,渋川難波,梶本琢程,伊藤友里,12,3,1,4,4,2,1,0
751,2021R,2022/02/18,金,1,赤坂ドリブンズ,鈴木たろう,21200,3,-18.8,松嶋桃,渋川難波,梶本琢程,伊藤友里,12,2,0,0,8,2,0,0
751,2021R,2022/02/18,金,1,EX風林火山,勝又健志,43600,1,63.6,松嶋桃,渋川難波,梶本琢程,伊藤友里,12,4,1,2,2,2,3,0
752,2021R,2022/02/18,金,2,赤坂ドリブンズ,園田賢,-4800,4,-64.8,松嶋桃,渋川難波,梶本琢程,伊藤友里,15,1,1,2,4,1,0,0
752,2021R,2022/02/18,金,2,EX風林火山,二階堂亜樹,39400,2,19.4,松嶋桃,渋川難波,梶本琢程,伊藤友里,15,3,2,5,2,1,2,0
752,2021R,2022/02/18,金,2,U-NEXT Pirates,石橋伸洋,48500,1,68.5,松嶋桃,渋川難波,梶本琢程,伊藤友里,15,7,0,3,7,1,5,0
752,2021R,2022/02/18,金,2,TEAM RAIDEN / 雷電,黒沢咲,16900,3,-23.1,松嶋桃,渋川難波,梶本琢程,伊藤友里,15,3,3,5,0,1,0,0
753,2021R,2022/02/21,月,1,EX風林火山,松ヶ瀬隆弥,22600,3,-17.4,日吉辰哉,藤崎智,梶本琢程,松本圭世,9,1,0,4,1,2,0,0
