no.,stage,date,weekday,match_no,team,player,point,rank,pt,host,commentary,judge,reporter,round_no,win_no,deal_in_no,riichi_no,call_no,drawn_no,renchan_no,4call_no
675,2021R,2021/12/10,金,1,EX風林火山,二階堂瑠美,28600,2,-1.4,松嶋桃,渋川難波,梶本琢程,松本圭世,10,1,1,4,0,2,0,0
675,2021R,2021/12/10,金,1,KONAMI 麻雀格闘倶楽部,高宮まり,33300,1,53.3,松嶋桃,渋川難波,梶本琢程,松本圭世,10,2,0,1,1,2,1,0
675,2021R,2021/12/10,金,1,赤坂ドリブンズ,園田賢,9500,4,-50.5,松嶋桃,渋川難波,梶本琢程,松本圭世,10,1,1,1,8,2,0,0
675,2021R,2021/12/10,金,1,U-NEXT Pirates,小林剛,28600,2,-1.4,松嶋桃,渋川難波,梶本琢程,松本圭世,10,4,1,2,9,2,1,0
676,2021R,2021/12/10,金,2,赤坂ドリブンズ,鈴木たろう,41500,2,21.5,松嶋桃,渋川難波,梶本琢程,松本圭世,12,6,1,1,13,1,3,0
676,2021R,2021/12/10,金,2,U-NEXT Pirates,瑞原明奈,43300,1,63.3,松嶋桃,渋川難波,梶本琢程,松本圭世,12,3,2,4,0,1,1,0
676,2021R,2021/12/10,金,2,KONAMI 麻雀格闘倶楽部,伊達朱里紗,7100,4,-52.9,松嶋桃,渋川難波,梶本琢程,松本圭世,12,0,0,3,2,1,0,0
676,2021R,2021/12/10,金,2,EX風林火山,勝又健志,8100,3,-31.9,松嶋桃,渋川難波,梶本琢程,松本圭世,12,2,2,3,3,1,0,0
677,2021R,2021/12/13,月,1,EX風林火山,二階堂亜樹,26900,2,6.9,日吉辰哉,土田浩翔,張敏賢,松本圭世,11,3,2,5,1,3,2,0
677,2021R,2021/12/13,月,1,U-NEXT Pirates,瑞原明奈,36900,1,56.9,日吉辰哉,土田浩翔,張敏賢,松本圭世,11,3,0,3,6,3,0,0
677,2021R,2021/12/13,月,1,渋谷ABEMAS,多井隆晴,22500,3,-17.5,日吉辰哉,土田浩翔,張敏賢,松本圭世,11,1,1,2,1,3,1,0
677,2021R,2021/12/13,月,1,KADOKAWAサクラナイツ,岡田紗佳,13700,4,-46.3,日吉辰哉,土田浩翔,張敏賢,松本圭世,11,1,0,2,0,3,0,0
678,2021R,2021/12/13,月,2,KADOKAWAサクラナイツ,堀慎吾,24600,2,4.6,日吉辰哉,土田浩翔,張敏賢,松本圭世,10,4,1,2,6,2,1,0
678,2021R,2021/12/13,月,2,渋谷ABEMAS,松本吉弘,43400,1,63.4,日吉辰哉,土田浩翔,張敏賢,松本圭世,10,3,0,3,1,2,0,0
678,2021R,2021/12/13,月,2,EX風林火山,松ヶ瀬隆弥,11000,4,-49,日吉辰哉,土田浩翔,張敏賢,松本圭世,10,0,2,4,0,2,1,0
678,2021R,2021/12/13,月,2,U-NEXT Pirates,小林剛,21000,3,-19,日吉辰哉,土田浩翔,張敏賢,松本圭世,10,1,2,0,5,2,0,0
679,2021R,2021/12/14,火,1,セガサミーフェニックス,近藤誠一,34300,1,54.3,小林未沙,藤崎智,梶本琢程,松本圭世,10,3,1,0,7,4,0,0
679,2021R,2021/12/14,火,1,KONAMI 麻雀格闘倶楽部,佐々木寿人,18400,3,-21.6,小林未沙,藤崎智,梶本琢程,松本圭世,10,0,0,3,0,4,0,0
679,2021R,2021/12/14,火,1,赤坂ドリブンズ,鈴木たろう,17400,4,-42.6,小林未沙,藤崎智,梶本琢程,松本圭世,10,1,2,2,5,4,2,0
679,2021R,2021/12/14,火,1,TEAM RAIDEN / 雷電,萩原聖人,29900,2,9.9,小林未沙,藤崎智,梶本琢程,松本圭世,10,2,1,1,2,4,0,0
680,2021R,2021/12/14,火,2,TEAM RAIDEN / 雷電,黒沢咲,20100,2,0.1,小林未沙,藤崎智,梶本琢程,松本圭世,14,3,1,3,3,4,0,0
680,2021R,2021/12/14,火,2,赤坂ドリブンズ,丸山奏子,60500,1,80.5,小林未沙,藤崎智,梶本琢程,松本圭世,14,4,0,3,3,4,6,0
680,2021R,2021/12/14,火,2,セガサミーフェニックス,近藤誠一,17100,3,-22.9,小林未沙,藤崎智,梶本琢程,松本圭世,14,1,0,0,4,4,0,0
680,2021R,2021/12/14,火,2,KONAMI 麻雀格闘倶楽部,滝沢和典,2300,4,-57.7,小林未沙,藤崎智,梶本琢程,松本圭世,14,2,4,4,4,4,0,0
681,2021R,2021/12/16,木,1,赤坂ドリブンズ,村上淳,15100,3,-24.9,日吉辰哉,渋川難波,張敏賢,伊藤友里,8,0,0,0,3,1,0,0
681,2021R,2021/12/16,木,1,TEAM RAIDEN / 雷電,瀬戸熊直樹,2700,4,-57.3,日吉辰哉,渋川難波,張敏賢,伊藤友里,8,0,2,0,3,1,0,0
681,2021R,2021/12/16,木,1,KONAMI 麻雀格闘倶楽部,伊達朱里紗,47400,1,67.4,日吉辰哉,渋川難波,張敏賢,伊藤友里,8,3,0,3,4,1,0,0
681,2021R,2021/12/16,木,1,EX風林火山,松ヶ瀬隆弥,34800,2,14.8,日吉辰哉,渋川難波,張敏賢,伊藤友里,8,4,1,2,2,1,0,0
682,2021R,2021/12/16,木,2,KONAMI 麻雀格闘倶楽部,高宮まり,25300,3,-14.7,日吉辰哉,渋川難波,張敏賢,伊藤友里,17,4,3,3,6,4,2,0
682,2021R,2021/12/16,木,2,EX風林火山,勝又健志,-11700,4,-71.7,日吉辰哉,渋川難波,張敏賢,伊藤友里,17,2,3,4,4,4,1,0
682,2021R,2021/12/16,木,2,TEAM RAIDEN / 雷電,本田朋広,26100,2,6.1,日吉辰哉,渋川難波,張敏賢,伊藤友里,17,2,0,2,5,4,3,0
682,2021R,2021/12/16,木,2,赤坂ドリブンズ,園田賢,60300,1,80.3,日吉辰哉,渋川難波,張敏賢,伊藤友里,17,5,1,2,13,4,3,0
683,2021R,2021/12/17,金,1,渋谷ABEMAS,日向藍子,51300,1,71.3,松嶋桃,土田浩翔,梶本琢程,松本圭世,20,8,1,5,5,5,7,0
683,2021R,2021/12/17,金,1,KADOKAWAサクラナイツ,沢崎誠,27300,2,7.3,松嶋桃,土田浩翔,梶本琢程,松本圭世,20,2,1,3,3,5,3,0
683,2021R,2021/12/17,金,1,U-NEXT Pirates,石橋伸洋,700,4,-59.3,松嶋桃,土田浩翔,梶本琢程,松本圭世,20,1,3,8,2,5,1,0
683,2021R,2021/12/17,金,1,セガサミーフェニックス,茅森早香,20700,3,-19.3,松嶋桃,土田浩翔,梶本琢程,松本圭世,20,4,4,5,4,5,1,0
684,2021R,2021/12/17,金,2,U-NEXT Pirates,小林剛,38900,2,18.9,松嶋桃,土田浩翔,梶本琢程,松本圭世,12,4,1,2,5,3,2,0
684,2021R,2021/12/17,金,2,セガサミーフェニックス,東城りお,14900,3,-25.1,松嶋桃,土田浩翔,梶本琢程,松本圭世,12,1,2,1,6,3,1,0
684,2021R,2021/12/17,金,2,KADOKAWAサクラナイツ,内川幸太郎,48500,1,68.5,松嶋桃,土田浩翔,梶本琢程,松本圭世,12,3,1,3,4,3,1,0
684,2021R,2021/12/17,金,2,渋谷ABEMAS,白鳥翔,-2300,4,-62.3,松嶋桃,土田浩翔,梶本琢程,松本圭世,12,1,2,2,5,3,0,0
685,2021R,2021/12/20,月,1,セガサミーフェニックス,魚谷侑未,35500,1,55.5,日吉辰哉,渋川難波,梶本琢程,松本圭世,8,2,0,1,2,1,0,0
685,2021R,2021/12/20,月,1,KADOKAWAサクラナイツ,堀慎吾,18200,3,-21.8,日吉辰哉,渋川難波,梶本琢程,松本圭世,8,1,1,2,5,1,0,0
685,2021R,2021/12/20,月,1,U-NEXT Pirates,石橋伸洋,10900,4,-49.1,日吉辰哉,渋川難波,梶本琢程,松本圭世,8,1,3,1,2,1,0,0
685,2021R,2021/12/20,月,1,赤坂ドリブンズ,鈴木たろう,35400,2,15.4,日吉辰哉,渋川難波,梶本琢程,松本圭世,8,3,0,2,1,1,0,0
686,2021R,2021/12/20,月,2,赤坂ドリブンズ,村上淳,18900,3,-21.1,日吉辰哉,渋川難波,梶本琢程,松本圭世,13,1,1,4,4,1,1,0
686,2021R,2021/12/20,月,2,U-NEXT Pirates,朝倉康心,22000,2,2,日吉辰哉,渋川難波,梶本琢程,松本圭世,13,3,2,2,6,1,0,0
686,2021R,2021/12/20,月,2,KADOKAWAサクラナイツ,内川幸太郎,11200,4,-48.8,日吉辰哉,渋川難波,梶本琢程,松本圭世,13,2,1,2,2,1,1,0
686,2021R,2021/12/20,月,2,セガサミーフェニックス,東城りお,47900,1,67.9,日吉辰哉,渋川難波,梶本琢程,松本圭世,13,6,2,4,3,1,3,0
687,2021R,2021/12/21,火,1,KONAMI 麻雀格闘倶楽部,滝沢和典,47600,1,67.6,小林未沙,藤崎智,張敏賢,松本圭世,13,4,1,3,1,3,3,0
687,2021R,2021/12/21,火,1,渋谷ABEMAS,松本吉弘,10000,4,-50,小林未沙,藤崎智,張敏賢,松本圭世,13,1,1,0,8,3,0,0
687,2021R,2021/12/21,火,1,TEAM RAIDEN / 雷電,本田朋広,30400,2,10.4,小林未沙,藤崎智,張敏賢,松本圭世,13,4,1,5,4,3,1,0
687,2021R,2021/12/21,火,1,EX風林火山,二階堂瑠美,12000,3,-28,小林未沙,藤崎智,張敏賢,松本圭世,13,1,2,1,7,3,1,0
688,2021R,2021/12/21,火,2,渋谷ABEMAS,白鳥翔,9500,4,-50.5,小林未沙,藤崎智,張敏賢,松本圭世,11,1,1,3,4,4,2,0
688,2021R,2021/12/21,火,2,TEAM RAIDEN / 雷電,萩原聖人,25800,3,-14.2,小林未沙,藤崎智,張敏賢,松本圭世,11,3,2,6,1,4,1,0
688,2021R,2021/12/21,火,2,EX風林火山,二階堂亜樹,29700,2,9.7,小林未沙,藤崎智,張敏賢,松本圭世,11,1,0,3,3,4,0,0
688,2021R,2021/12/21,火,2,KONAMI 麻雀格闘倶楽部,佐々木寿人,35000,1,55,小林未沙,藤崎智,張敏賢,松本圭世,11,2,1,1,7,4,0,0
689,2021R,2021/12/23,木,1,EX風林火山,二階堂瑠美,1000,4,-59,日吉辰哉,渋川難波,張敏賢,松本圭世,14,1,1,1,0,3,0,0
689,2021R,2021/12/23,木,1,セガサミーフェニックス,近藤誠一,25000,3,-15,日吉辰哉,渋川難波,張敏賢,松本圭世,14,2,1,2,4,3,0,0
689,2021R,2021/12/23,木,1,渋谷ABEMAS,多井隆晴,44700,1,64.7,日吉辰哉,渋川難波,張敏賢,松本圭世,14,4,0,4,3,3,3,0
689,2021R,2021/12/23,木,1,U-NEXT Pirates,瑞原明奈,29300,2,9.3,日吉辰哉,渋川難波,張敏賢,松本圭世,14,4,1,5,4,3,3,0
690,2021R,2021/12/23,木,2,U-NEXT Pirates,小林剛,38400,1,58.4,日吉辰哉,渋川難波,張敏賢,松本圭世,10,2,0,2,4,4,0,0
690,2021R,2021/12/23,木,2,EX風林火山,勝又健志,-1400,4,-61.4,日吉辰哉,渋川難波,張敏賢,松本圭世,10,0,2,2,5,4,0,0
690,2021R,2021/12/23,木,2,セガサミーフェニックス,魚谷侑未,29500,3,-10.5,日吉辰哉,渋川難波,張敏賢,松本圭世,10,2,0,2,5,4,1,0
690,2021R,2021/12/23,木,2,渋谷ABEMAS,多井隆晴,33500,2,13.5,日吉辰哉,渋川難波,張敏賢,松本圭世,10,2,0,2,1,4,1,0
691,2021R,2021/12/24,金,1,KADOKAWAサクラナイツ,岡田紗佳,24600,3,-15.4,松嶋桃,藤崎智,梶本琢程,伊藤友里,10,3,0,2,3,0,0,0
691,2021R,2021/12/24,金,1,KONAMI 麻雀格闘倶楽部,高宮まり,33500,2,13.5,松嶋桃,藤崎智,梶本琢程,伊藤友里,10,3,2,1,1,0,1,0
691,2021R,2021/12/24,金,1,赤坂ドリブンズ,丸山奏子,5400,4,-54.6,松嶋桃,藤崎智,梶本琢程,伊藤友里,10,2,2,1,5,0,0,0
691,2021R,2021/12/24,金,1,TEAM RAIDEN / 雷電,黒沢咲,36500,1,56.5,松嶋桃,藤崎智,梶本琢程,伊藤友里,10,2,0,2,1,0,1,0
692,2021R,2021/12/24,金,2,TEAM RAIDEN / 雷電,萩原聖人,32700,2,12.7,松嶋桃,藤崎智,梶本琢程,伊藤友里,8,1,0,2,0,0,0,0
692,2021R,2021/12/24,金,2,赤坂ドリブンズ,園田賢,42800,1,62.8,松嶋桃,藤崎智,梶本琢程,伊藤友里,8,4,0,0,7,0,0,0
692,2021R,2021/12/24,金,2,KONAMI 麻雀格闘倶楽部,伊達朱里紗,8000,4,-52,松嶋桃,藤崎智,梶本琢程,伊藤友里,8,2,3,2,3,0,0,0
692,2021R,2021/12/24,金,2,KADOKAWAサクラナイツ,沢崎誠,16500,3,-23.5,松嶋桃,藤崎智,梶本琢程,伊藤友里,8,1,1,2,1,0,0,0
693,2021R,2021/12/27,月,1,渋谷ABEMAS,白鳥翔,23900,2,3.9,日吉辰哉,土田浩翔,張敏賢,松本圭世,13,4,3,2,5,1,2,0
693,2021R,2021/12/27,月,1,KONAMI 麻雀格闘倶楽部,滝沢和典,17100,4,-42.9,日吉辰哉,土田浩翔,張敏賢,松本圭世,13,2,1,3,1,1,0,0
693,2021R,2021/12/27,月,1,TEAM RAIDEN / 雷電,瀬戸熊直樹,20500,3,-19.5,日吉辰哉,土田浩翔,張敏賢,松本圭世,13,2,1,2,3,1,1,0
693,2021R,2021/12/27,月,1,KADOKAWAサクラナイツ,内川幸太郎,38500,1,58.5,日吉辰哉,土田浩翔,張敏賢,松本圭世,13,4,0,2,4,1,2,0
694,2021R,2021/12/27,月,2,KADOKAWAサクラナイツ,堀慎吾,40900,1,60.9,日吉辰哉,土田浩翔,張敏賢,松本圭世,11,5,0,2,5,1,3,0
694,2021R,2021/12/27,月,2,TEAM RAIDEN / 雷電,本田朋広,4700,4,-55.3,日吉辰哉,土田浩翔,張敏賢,松本圭世,11,1,3,1,2,1,0,0
694,2021R,2021/12/27,月,2,KONAMI 麻雀格闘倶楽部,佐々木寿人,29600,2,9.6,日吉辰哉,土田浩翔,張敏賢,松本圭世,11,1,1,1,0,1,0,0
694,2021R,2021/12/27,月,2,渋谷ABEMAS,松本吉弘,24800,3,-15.2,日吉辰哉,土田浩翔,張敏賢,松本圭世,11,3,0,2,3,1,0,0
695,2021R,2021/12/28,火,1,赤坂ドリブンズ,鈴木たろう,-5400,4,-65.4,小林未沙,渋川難波,梶本琢程,松本圭世,12,0,3,3,5,4,1,0
695,2021R,2021/12/28,火,1,セガサミーフェニックス,茅森早香,37900,2,17.9,小林未沙,渋川難波,梶本琢程,松本圭世,12,3,2,6,3,4,3,0
695,2021R,2021/12/28,火,1,EX風林火山,松ヶ瀬隆弥,59700,1,79.7,小林未沙,渋川難波,梶本琢程,松本圭世,12,5,0,5,0,4,0,0
695,2021R,2021/12/28,火,1,U-NEXT Pirates,石橋伸洋,7800,3,-32.2,小林未沙,渋川難波,梶本琢程,松本圭世,12,0,1,4,7,4,0,0
696,2021R,2021/12/28,火,2,U-NEXT Pirates,小林剛,25100,3,-14.9,小林未沙,渋川難波,梶本琢程,松本圭世,16,4,0,2,12,5,1,0
696,2021R,2021/12/28,火,2,EX風林火山,二階堂亜樹,8800,4,-51.2,小林未沙,渋川難波,梶本琢程,松本圭世,16,1,1,2,0,5,0,0
696,2021R,2021/12/28,火,2,セガサミーフェニックス,東城りお,35900,1,55.9,小林未沙,渋川難波,梶本琢程,松本圭世,16,4,3,2,7,5,5,0
696,2021R,2021/12/28,火,2,赤坂ドリブンズ,園田賢,30200,2,10.2,小林未沙,渋川難波,梶本琢程,松本圭世,16,2,2,2,6,5,2,0
697,2021R,2022/01/03,月,1,KONAMI 麻雀格闘倶楽部,佐々木寿人,-3500,4,-63.5,日吉辰哉,萩原聖人,梶本琢程,松本圭世,9,0,2,2,1,1,0,0
697,2021R,2022/01/03,月,1,KADOKAWAサクラナイツ,堀慎吾,40500,2,20.5,日吉辰哉,萩原聖人,梶本琢程,松本圭世,9,3,0,3,1,1,0,0
697,2021R,2022/01/03,月,1,渋谷ABEMAS,多井隆晴,17500,3,-22.5,日吉辰哉,萩原聖人,梶本琢程,松本圭世,9,2,2,3,2,1,0,0
697,2021R,2022/01/03,月,1,セガサミーフェニックス,魚谷侑未,45500,1,45.5,日吉辰哉,萩原聖人,梶本琢程,松本圭世,9,3,0,1,8,1,1,0
698,2021R,2022/01/03,月,2,セガサミーフェニックス,東城りお,51100,1,71.1,日吉辰哉,萩原聖人,梶本琢程,松本圭世,9,5,2,5,2,0,0,0
698,2021R,2022/01/03,月,2,渋谷ABEMAS,日向藍子,26500,2,6.5,日吉辰哉,萩原聖人,梶本琢程,松本圭世,9,2,1,1,0,0,0,0
698,2021R,2022/01/03,月,2,KADOKAWAサクラナイツ,岡田紗佳,-3200,4,-63.2,日吉辰哉,萩原聖人,梶本琢程,松本圭世,9,0,3,0,2,0,0,0
698,2021R,2022/01/03,月,2,KONAMI 麻雀格闘倶楽部,伊達朱里紗,25600,3,-14.4,日吉辰哉,萩原聖人,梶本琢程,松本圭世,9,2,0,2,0,0,1,0
699,2021R,2022/01/04,火,1,TEAM RAIDEN / 雷電,黒沢咲,25600,2,5.6,小林未沙,土田浩翔,梶本琢程,松本圭世,12,2,1,2,0,5,0,0
699,2021R,2022/01/04,火,1,U-NEXT Pirates,朝倉康心,48300,1,68.3,小林未沙,土田浩翔,梶本琢程,松本圭世,12,4,1,3,3,5,1,0
699,2021R,2022/01/04,火,1,赤坂ドリブンズ,村上淳,12500,4,-47.5,小林未沙,土田浩翔,梶本琢程,松本圭世,12,1,1,2,0,5,3,0
699,2021R,2022/01/04,火,1,EX風林火山,勝又健志,13600,3,-26.4,小林未沙,土田浩翔,梶本琢程,松本圭世,12,0,1,1,4,5,0,0
700,2021R,2022/01/04,火,2,EX風林火山,二階堂亜樹,-7700,4,-67.7,小林未沙,土田浩翔,梶本琢程,松本圭世,17,2,2,2,8,6,1,0
700,2021R,2022/01/04,火,2,赤坂ドリブンズ,鈴木たろう,48200,1,68.2,小林未沙,土田浩翔,梶本琢程,松本圭世,17,5,1,3,10,6,4,0
700,2021R,2022/01/04,火,2,U-NEXT Pirates,小林剛,42600,2,22.6,小林未沙,土田浩翔,梶本琢程,松本圭世,17,3,2,3,8,6,4,0
700,2021R,2022/01/04,火,2,TEAM RAIDEN / 雷電,萩原聖人,16900,3,-23.1,小林未沙,土田浩翔,梶本琢程,松本圭世,17,1,0,3,1,6,0,0
701,2021R,2022/01/06,木,1,TEAM RAIDEN / 雷電,瀬戸熊直樹,34900,2,14.9,日吉辰哉,藤崎智,張敏賢,松本圭世,9,2,2,3,5,1,0,0
701,2021R,2022/01/06,木,1,KADOKAWAサクラナイツ,沢崎誠,43500,1,63.5,日吉辰哉,藤崎智,張敏賢,松本圭世,9,4,0,0,6,1,0,0
701,2021R,2022/01/06,木,1,KONAMI 麻雀格闘倶楽部,高宮まり,19300,3,-20.7,日吉辰哉,藤崎智,張敏賢,松本圭世,9,1,1,1,1,1,1,0
701,2021R,2022/01/06,木,1,U-NEXT Pirates,石橋伸洋,2300,4,-57.7,日吉辰哉,藤崎智,張敏賢,松本圭世,9,1,1,2,3,1,0,0
702,2021R,2022/01/06,木,2,KADOKAWAサクラナイツ,堀慎吾,18400,3,-21.6,日吉辰哉,藤崎智,張敏賢,松本圭世,14,3,1,5,5,5,3,0
702,2021R,2022/01/06,木,2,U-NEXT Pirates,瑞原明奈,36700,1,56.7,日吉辰哉,藤崎智,張敏賢,松本圭世,14,3,1,5,4,5,1,0
702,2021R,2022/01/06,木,2,TEAM RAIDEN / 雷電,黒沢咲,15800,4,-44.2,日吉辰哉,藤崎智,張敏賢,松本圭世,14,1,0,3,1,5,1,0
702,2021R,2022/01/06,木,2,KONAMI 麻雀格闘倶楽部,滝沢和典,29100,2,9.1,日吉辰哉,藤崎智,張敏賢,松本圭世,14,2,0,1,6,5,1,0
703,2021R,2022/01/07,金,1,セガサミーフェニックス,近藤誠一,8100,4,-51.9,松嶋桃,渋川難波,張敏賢,松本圭世,9,1,3,2,3,0,0,0
703,2021R,2022/01/07,金,1,EX風林火山,松ヶ瀬隆弥,37900,1,57.9,松嶋桃,渋川難波,張敏賢,松本圭世,9,3,1,4,1,0,0,0
703,2021R,2022/01/07,金,1,赤坂ドリブンズ,丸山奏子,26500,3,-13.5,松嶋桃,渋川難波,張敏賢,松本圭世,9,3,1,2,2,0,1,0
703,2021R,2022/01/07,金,1,渋谷ABEMAS,松本吉弘,27500,2,7.5,松嶋桃,渋川難波,張敏賢,松本圭世,9,2,1,3,5,0,0,0
704,2021R,2022/01/07,金,2,EX風林火山,松ヶ瀬隆弥,8700,4,-51.3,松嶋桃,渋川難波,張敏賢,松本圭世,12,0,0,0,1,3,1,0
704,2021R,2022/01/07,金,2,渋谷ABEMAS,多井隆晴,27100,2,7.1,松嶋桃,渋川難波,張敏賢,松本圭世,12,2,1,2,5,3,1,0
704,2021R,2022/01/07,金,2,セガサミーフェニックス,茅森早香,50000,1,70,松嶋桃,渋川難波,張敏賢,松本圭世,12,3,1,2,6,3,0,0
704,2021R,2022/01/07,金,2,赤坂ドリブンズ,園田賢,14200,3,-25.8,松嶋桃,渋川難波,張敏賢,松本圭世,12,4,2,5,5,3,2,0
705,2021R,2022/01/10,月,1,KONAMI 麻雀格闘倶楽部,伊達朱里紗,12300,4,-47.7,日吉辰哉,土田浩翔,梶本琢程,松本圭世,11,2,2,3,0,2,1,0
705,2021R,2022/01/10,月,1,赤坂ドリブンズ,鈴木たろう,47200,1,67.2,日吉辰哉,土田浩翔,梶本琢程,松本圭世,11,4,1,3,4,2,1,0
705,2021R,2022/01/10,月,1,KADOKAWAサクラナイツ,内川幸太郎,15600,3,-24.4,日吉辰哉,土田浩翔,梶本琢程,松本圭世,11,2,1,0,1,2,0,0
705,2021R,2022/01/10,月,1,EX風林火山,松ヶ瀬隆弥,24900,2,4.9,日吉辰哉,土田浩翔,梶本琢程,松本圭世,11,1,0,0,3,2,1,0
706,2021R,2022/01/10,月,2,赤坂ドリブンズ,村上淳,32900,1,52.9,日吉辰哉,土田浩翔,梶本琢程,松本圭世,13,3,1,7,3,5,2,0
706,2021R,2022/01/10,月,2,KONAMI 麻雀格闘倶楽部,佐々木寿人,16900,4,-43.1,日吉辰哉,土田浩翔,梶本琢程,松本圭世,13,1,1,3,5,5,1,0
706,2021R,2022/01/10,月,2,EX風林火山,松ヶ瀬隆弥,20100,3,-19.9,日吉辰哉,土田浩翔,梶本琢程,松本圭世,13,3,3,4,0,5,0,0
706,2021R,2022/01/10,月,2,KADOKAWAサクラナイツ,沢崎誠,30100,2,10.1,日吉辰哉,土田浩翔,梶本琢程,松本圭世,13,1,0,2,4,5,2,0
707,2021R,2022/01/11,火,1,U-NEXT Pirates,朝倉康心,13900,4,-46.1,小林未沙,渋川難波,張敏賢,松本圭世,12,1,0,2,0,3,0,0
707,2021R,2022/01/11,火,1,TEAM RAIDEN / 雷電,本田朋広,21700,3,-18.3,小林未沙,渋川難波,張敏賢,松本圭世,12,2,2,4,3,3,1,0
707,2021R,2022/01/11,火,1,渋谷ABEMAS,白鳥翔,33300,1,53.3,小林未沙,渋川難波,張敏賢,松本圭世,12,4,0,2,4,3,2,0
707,2021R,2022/01/11,火,1,セガサミーフェニックス,茅森早香,31100,2,11.1,小林未沙,渋川難波,張敏賢,松本圭世,12,2,2,3,0,3,1,0
708,2021R,2022/01/11,火,2,渋谷ABEMAS,日向藍子,11200,3,-28.8,小林未沙,渋川難波,張敏賢,松本圭世,12,1,1,2,1,2,0,0
708,2021R,2022/01/11,火,2,セガサミーフェニックス,魚谷侑未,32100,2,12.1,小林未沙,渋川難波,張敏賢,松本圭世,12,5,0,2,2,2,1,0
708,2021R,2022/01/11,火,2,U-NEXT Pirates,小林剛,54200,1,74.2,小林未沙,渋川難波,張敏賢,松本圭世,12,4,1,2,5,2,2,0
708,2021R,2022/01/11,火,2,TEAM RAIDEN / 雷電,萩原聖人,2500,4,-57.5,小林未沙,渋川難波,張敏賢,松本圭世,12,0,1,4,1,2,1,0
709,2021R,2022/01/13,木,1,U-NEXT Pirates,瑞原明奈,48700,1,68.7,日吉辰哉,河野直也,張敏賢,松本圭世,12,4,0,4,1,2,0,0
709,2021R,2022/01/13,木,1,赤坂ドリブンズ,園田賢,24000,2,4,日吉辰哉,河野直也,張敏賢,松本圭世,12,2,2,1,4,2,2,0
709,2021R,2022/01/13,木,1,渋谷ABEMAS,松本吉弘,23400,3,-16.6,日吉辰哉,河野直也,張敏賢,松本圭世,12,3,3,4,6,2,2,0
709,2021R,2022/01/13,木,1,セガサミーフェニックス,近藤誠一,3900,4,-56.1,日吉辰哉,河野直也,張敏賢,松本圭世,12,1,2,2,1,2,0,0
710,2021R,2022/01/13,木,2,赤坂ドリブンズ,鈴木たろう,6400,4,-53.6,日吉辰哉,河野直也,張敏賢,松本圭世,12,1,3,3,4,1,1,0
710,2021R,2022/01/13,木,2,セガサミーフェニックス,東城りお,17000,3,-23,日吉辰哉,河野直也,張敏賢,松本圭世,12,3,3,2,3,1,1,0
710,2021R,2022/01/13,木,2,U-NEXT Pirates,小林剛,52000,1,72,日吉辰哉,河野直也,張敏賢,松本圭世,12,4,0,0,7,1,1,0
710,2021R,2022/01/13,木,2,渋谷ABEMAS,多井隆晴,24600,2,4.6,日吉辰哉,河野直也,張敏賢,松本圭世,12,3,1,2,6,1,1,0
711,2021R,2022/01/14,金,1,EX風林火山,松ヶ瀬隆弥,45400,2,25.4,松嶋桃,藤崎智,梶本琢程,伊藤友里,15,5,2,3,8,3,3,0
711,2021R,2022/01/14,金,1,KADOKAWAサクラナイツ,岡田紗佳,50500,1,70.5,松嶋桃,藤崎智,梶本琢程,伊藤友里,15,3,0,1,1,3,3,0
711,2021R,2022/01/14,金,1,KONAMI 麻雀格闘倶楽部,高宮まり,-20900,4,-80.9,松嶋桃,藤崎智,梶本琢程,伊藤友里,15,1,3,3,3,3,0,0
711,2021R,2022/01/14,金,1,TEAM RAIDEN / 雷電,瀬戸熊直樹,25000,3,-15,松嶋桃,藤崎智,梶本琢程,伊藤友里,15,3,0,3,8,3,1,0
712,2021R,2022/01/14,金,2,KONAMI 麻雀格闘倶楽部,滝沢和典,5700,4,-54.3,松嶋桃,藤崎智,梶本琢程,伊藤友里,12,1,2,1,3,4,1,0
712,2021R,2022/01/14,金,2,EX風林火山,勝又健志,42600,1,62.6,松嶋桃,藤崎智,梶本琢程,伊藤友里,12,3,1,1,4,4,1,0
712,2021R,2022/01/14,金,2,TEAM RAIDEN / 雷電,黒沢咲,28600,2,8.6,松嶋桃,藤崎智,梶本琢程,伊藤友里,12,2,2,4,1,4,0,0
712,2021R,2022/01/14,金,2,KADOKAWAサクラナイツ,沢崎誠,23100,3,-16.9,松嶋桃,藤崎智,梶本琢程,伊藤友里,12,2,1,3,0,4,2,0
713,2021R,2022/01/17,月,1,渋谷ABEMAS,白鳥翔,36700,1,56.7,日吉辰哉,土田浩翔,梶本琢程,松本圭世,12,3,0,1,4,2,1,0
713,2021R,2022/01/17,月,1,KONAMI 麻雀格闘倶楽部,佐々木寿人,25400,2,5.4,日吉辰哉,土田浩翔,梶本琢程,松本圭世,12,2,4,5,4,2,1,0
713,2021R,2022/01/17,月,1,KADOKAWAサクラナイツ,堀慎吾,24000,3,-16,日吉辰哉,土田浩翔,梶本琢程,松本圭世,12,3,1,2,5,2,1,0
713,2021R,2022/01/17,月,1,EX風林火山,二階堂瑠美,13900,4,-46.1,日吉辰哉,土田浩翔,梶本琢程,松本圭世,12,2,1,1,2,2,1,0
